"","X1","Y"
"1",12.0281284193173,15.0119585729638
"2",12.204536337001,17.1136465369794
"3",10.2739169169166,17.3440764420756
"4",12.4924077764634,17.2833425207245
"5",14.0645119295054,16.5803232496897
"6",10.9385563100487,16.3256250194248
"7",11.1284167149809,17.6510502574786
"8",12.4863781828922,18.8568476379117
"9",9.78787586681244,16.1466234658081
"10",12.5489370967048,14.8819784919585
"11",12.018977810303,17.1120161661861
"12",12.6060014716401,14.0672056730201
"13",12.6398438025542,16.6655933030972
"14",12.6857679413848,16.4058826440551
"15",11.5937684692951,17.0933799303249
"16",13.3703575221684,17.6033230721261
"17",11.729291537099,17.5148451555581
"18",12.9521811358412,15.4330441085892
"19",12.7739105709488,19.1732797623187
"20",10.1959592613096,16.8798289885654
"21",11.0358170418587,18.0792606855636
"22",12.7194033468428,17.4783401251383
"23",12.1533614659115,16.8903709901312
"24",12.7724018228564,16.5463586233497
"25",11.6296889446678,18.4489402526585
"26",12.2210846083433,17.092911894564
"27",11.1149548860963,19.1004830288806
"28",12.0899214732898,17.1327219551238
"29",10.8513168302152,16.2215669879751
"30",11.0246865908028,17.5706241519989
"31",12.2880444707952,18.4556870424561
"32",13.5998933203623,15.232006059585
"33",13.4792585227416,18.2036516835198
"34",12.2304593316328,16.7661198907064
"35",11.1959421141961,18.9064275561702
"36",12.0864823302656,18.6161311416448
"37",13.6219912383987,17.2210830225129
"38",10.8393141427124,15.9671275119486
"39",13.87785982216,16.4172264790148
"40",11.7632838758205,18.9932145880643
"41",12.3592537979827,15.2134251867665
"42",12.8515096508757,18.9494290855242
"43",12.5069744260134,16.5916745878173
"44",12.0905869301738,17.681570884015
"45",11.1445985738157,18.529452973291
"46",11.9399303510109,16.7044328195076
"47",12.6952060750568,16.7669538263103
"48",12.5945972555735,17.3551071701721
"49",13.036961792591,18.5318123241972
"50",12.3479711392348,17.7271351910411
"51",12.0688524358551,17.4116152649809
"52",11.2821007124934,17.5982351161534
"53",11.8550438193758,17.5118943639379
"54",12.7526938702356,17.2856031643097
"55",9.75323703795824,17.3817306479541
"56",10.8924475399217,17.2130291690775
"57",10.3964113116272,18.0958932314129
"58",12.5072120898066,14.1098777866577
"59",12.821031424566,15.4790001687065
"60",10.7326695813826,14.756043081529
"61",12.1994459617137,15.6746613585457
"62",13.6308679333662,18.0016325824134
"63",11.744789293347,15.5550886844306
"64",12.5769576265556,18.1641763473505
"65",11.462928246547,18.6589839700404
"66",11.3350731296258,16.3894072850911
"67",12.0265458595773,17.5807395862838
"68",11.5595114064125,17.8170310165003
"69",11.932483073844,15.9596646875347
"70",11.9033238901957,17.2440113557858
"71",9.47145695857435,14.6520832436637
"72",9.83921173666902,18.3744529010856
"73",13.3379427184472,18.2734105353125
"74",10.8255925202421,15.5873216523252
"75",13.0707331197326,14.5202051725552
"76",10.9507476198235,18.2523147567717
"77",13.2278560211425,16.6483984914676
"78",12.3755096716473,17.655022311943
"79",13.3523052102071,16.0367287649341
"80",10.8190963696296,19.1535796977007
"81",10.7718123387287,16.801599351396
"82",12.4568264048682,17.043829031369
"83",11.7490026645264,15.9236078029014
"84",11.6616339982759,16.4705848946828
"85",12.0197967693997,16.5115725778314
"86",12.9685049219935,17.2800972710036
"87",13.1363676612223,17.2067434209193
"88",10.5107428089663,16.5334840447512
"89",12.3472354925128,17.4857261899378
"90",13.1850313561411,17.6818117346914
"91",14.298997083383,14.2864616236058
"92",12.5923664856478,16.9141620535201
"93",14.0011712378574,19.0067012482
"94",12.9873971220433,19.6631181296308
"95",12.1764444279322,17.3933602817605
"96",10.6091191921102,19.1489509178502
"97",11.6512635375362,17.7880165851001
